Column,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_quelle_id,aufb_ersteintrag,aufb_jahres_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,aufb_art_rechtsform,aufb_taetigkeitskategorie,aufb_intver_finanz_aufw_jahr_von,aufb_intver_finanz_aufw_jahr_bis,aufb_intver_jahr_start,aufb_intver_jahr_ende,aufb_intver_anzahl_besch_min,aufb_intver_anzahl_besch_max,aufb_intver_liste_beschaeftigte_unmittelbar,graph_intver_anzahl_beschaeftigte_unmittelbar,aufb_mitglieder_anzahl_wert,aufb_mitglieder_zaehlung_datum,aufb_mitgliedschaften_liste,graph_mitgliedschaften_anzahl,aufb_auftraggeber_liste,graph_auftraggeber_anzahl
2684,orig_lobbyregister_2022-08-23_#R002522,lobbyregister_lobbyist,lobbyregister,2022-08-23,R002522,2022-03-01,,Portland,Portland,norm_lobbyregister_eintrag_2022-09-19_#0018912,"Sonstige juristische Person, auch nach anderem als deutschem Recht","Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",0.0,0.0,01/21,12/21,1,10,"Felix Hofmann,Jasmin Gabel,Hendrik Zschoch,Celeste Alvi,Marissa Dietlein,Txai de Almeida",,,,de'ge'pol - Deutsche Gesellschaft für Politikberatung e.V.,1.0,"Charter of Trust,Siemens Healthcare GmbH",2.0
2685,orig_lobbyregister_2022-03-01_#R002521,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002521,2022-03-01,,#NoNIPT - Bündnis gegen die Kassenfinanzierung des Bluttests auf Trisomien*,#NoNIPT - Bündnis gegen die Kassenfinanzierung des Bluttests auf Trisomien*,norm_lobbyregister_eintrag_2022-09-19_#0000028,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1.0,10000.0,01/21,12/21,1,10,,,10.0,2021-12-31,,,,
2686,orig_lobbyregister_2022-03-01_#R002520,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002520,2022-03-01,,Runder Tisch Zentralamerika,Runder Tisch Zentralamerika,norm_lobbyregister_eintrag_2022-09-19_#0019718,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",0.0,0.0,01/21,12/21,1,10,,,43.0,2022-02-18,,,,
2687,orig_lobbyregister_2022-03-01_#R002519,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002519,2022-03-01,,Bundesverband der Angehörigen psychisch erkrankter Menschen e. V.,Bundesverband der Angehörigen psychisch erkrankter Menschen e. V.,norm_lobbyregister_eintrag_2022-09-19_#0004252,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,01/20,12/20,1,10,,,11.0,2021-12-31,"BAG Selbsthilfe e. V.,Deutscher Paritätischer Wohlfahrtsverband e. V.,Aktion Psychisch Kranke e. V.,Aktionsbündnis Seelische Gesundheit (DGPPN),European Federation of Families of People with Mental Illness,Kindernetzwerk e. V.",6.0,,
2688,orig_lobbyregister_2022-04-21_#R002518,lobbyregister_lobbyist,lobbyregister,2022-04-21,R002518,2022-03-01,,Energieversorgung Mittelrhein AG,Energieversorgung Mittelrhein AG,norm_a_watch_organisation_2022-09-19_#0009419,Aktiengesellschaft (AG),Unternehmen,90001.0,100000.0,01/21,12/21,1,10,Kathrin Laymann,,,,"Bundesverband der Energie- und Wasserwirtschaft,Deutscher Verein des Gas- und Wasserfaches,Arbeitsgemeinschaft für sparsamen und umweltfreundlichen Energieverbrauch e.V.,BREKO Bundesverband Breitbandkommunikation e.V.,Bundesverband der Personalmanager e. V.,Deutscher Hotel- und Gaststättenverband (DEHOGA),Deutschsprachige SAP Anwendergruppe (DSAG),Arbeitgeberverband Energie Südwest e.V.,Bundesverband WindEnergie e. V.,Zukunft Erdgas e.V.,VDI Verein dt. Ingenieure,Forum Contracting e. V.",12.0,,
2689,orig_lobbyregister_2022-03-01_#R002517,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002517,2022-03-01,,Virchow Foundation für Globale Gesundheit,Virchow Foundation für Globale Gesundheit,norm_lobbyregister_eintrag_2022-09-19_#0024026,Rechtsfähige Stiftung bürgerlichen Rechts,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",,,,,1,10,,,,,"Stifterverband für die Deutsche Wissenschaft e.V.,Global Health Hub Germany",2.0,,
2690,orig_lobbyregister_2022-03-01_#R002516,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002516,2022-03-01,,DEUTZ AG,DEUTZ AG,norm_lobbyregister_eintrag_2022-09-19_#0008266,Aktiengesellschaft (AG),Unternehmen,120001.0,130000.0,01/21,12/21,1,10,Christian Ludwig,,,,"VDMA,efuel Alliance,Wirtschaftsrat der CDU,Arbeitgeberverband (Kölnmetall),DIRK - Deutscher Investor Relations Verband,FVV Forschungsvereinigung Verbrennungskraftmaschinen,FVA Forschungsvereinigung Antreibstechnik,DIN Deutsches Institut für Normung,Allianz Wasserstoffmotor e.V.,Südwestmetall,VEM Verband der Metall- und Elektroindustrie Rheinland-Rheinhessen,EUROMOT",12.0,,
2691,orig_lobbyregister_2022-03-01_#R002515,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002515,2022-03-01,,Dachverband Lesben und Alter e. V.,Dachverband Lesben und Alter e. V.,norm_lobbyregister_eintrag_2022-09-19_#0006273,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,0.0,01/20,12/20,1,10,"Sabine Arnolds,Ilona Nippert",,27.0,2021-12-31,"Bundesarbeitsgemeinschaft der Seniorenorganisationen (BAGSO) e. V.,Deutscher Paritätischer Wohlfahrtsverband - Gesamtverband e. V.",2.0,,
2692,orig_lobbyregister_2022-06-13_#R002514,lobbyregister_lobbyist,lobbyregister,2022-06-13,R002514,2022-03-01,,Denkfabrik in der SPD-Bundestagsfraktion,Denkfabrik in der SPD-Bundestagsfraktion,norm_lobbyregister_eintrag_2022-09-19_#0006494,Nicht rechtsfähiger Verein,"Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule",1.0,10000.0,01/20,12/20,0,0,,,77.0,2022-02-24,,,,
2693,orig_lobbyregister_2022-06-29_#R002513,lobbyregister_lobbyist,lobbyregister,2022-06-29,R002513,2022-03-01,,European Center for Constitutional and Human Rights,European Center for Constitutional and Human Rights,norm_lobbyregister_eintrag_2022-09-19_#0010054,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,01/21,12/21,1,10,"Miriam Saage-Maaß,Andreas Schüller,Arne Bardelle,Antonia Klein,Christian Schliemann-Radbruch,Sarah Imani",,9.0,2022-02-21,"Allianz ""Rechtssicherheit für politische Willensbildung"",Initiative Lieferkettengesetz,CorA-Netzwerk für Unternehmensverantwortung",3.0,,
2694,orig_lobbyregister_2022-03-01_#R002512,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002512,2022-03-01,,Berufsverband der Augenärzte Deutschlands e.V. (BVA),Berufsverband der Augenärzte Deutschlands e.V. (BVA),norm_lobbyregister_eintrag_2022-09-19_#0002852,Eingetragener Verein (e. V.),Berufsverband,70001.0,80000.0,01/20,12/20,1,10,"Christian Gante,Nina Rühlemann",,8190.0,2021-12-31,Spitzenverband der Fachärzte Deutschlands e.V.,1.0,,
2695,orig_lobbyregister_2022-04-27_#R002511,lobbyregister_lobbyist,lobbyregister,2022-04-27,R002511,2022-03-01,,Reiner Lehmann,Reiner Lehmann,norm_lobbyregister_eintrag_2022-09-19_#0019413,,,20001.0,30000.0,01/20,12/20,1,10,,,,,,,"Deutsche Post AG,Deutsche Post AG",2.0
2696,orig_lobbyregister_2022-04-07_#R002510,lobbyregister_lobbyist,lobbyregister,2022-04-07,R002510,2022-03-01,,Indigo Agriculture Europe GmbH,Indigo Agriculture Europe GmbH,norm_lobbyregister_eintrag_2022-09-19_#0013852,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,,,,,1,10,Mark Titterington,,,,Bitkom e.V.,1.0,,
2697,orig_lobbyregister_2022-03-30_#R002509,lobbyregister_lobbyist,lobbyregister,2022-03-30,R002509,2022-03-01,,Spitzenorganisation der Filmwirtschaft e. V. (SPIO),Spitzenorganisation der Filmwirtschaft e. V. (SPIO),norm_lobbyregister_eintrag_2022-09-19_#0020522,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,80001.0,90000.0,01/20,12/20,1,10,"Johannes Kagerer,Julia Maier-Hauff,Heiko  Wiese",,17.0,2022-02-18,"Bund der Steuerzahler,Deutscher Medienrat - Film, Rundfunk & Audiovisuelle Medien,Deutscher Kulturrat,DFF - Deutsches Filminstitut & Filmmuseum,Forum der Rechteinhaber,Friedrich-Wilhelm-Murnau Stiftung,Gesellschaft der Freunde und Förderer der Hochschule für Fernsehen und Film in München,Internationale Münchner Filmwochen GmbH,k3d - Koalition der Kultur- und Kreativwirtschaft in Deutschland",10.0,,
2698,orig_lobbyregister_2022-07-06_#R002508,lobbyregister_lobbyist,lobbyregister,2022-07-06,R002508,2022-03-01,2022-07-06,Bundesverband des Deutschen Exporthandels e.V. (BDEx),Bundesverband des Deutschen Exporthandels e.V. (BDEx),norm_lobbyregister_eintrag_2022-09-19_#0004527,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,40001.0,50000.0,01/21,12/21,1,10,,,7.0,2022-01-31,"Bundesverband Großhandel, Außenhandel, Dienstleistungen e.V. (BGA),Confederation of International Trading Houses Association (CITHA)",4.0,,
2699,orig_lobbyregister_2022-03-01_#R002507,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002507,2022-03-01,,DENEFF EDL_HUB,DENEFF EDL_HUB,norm_lobbyregister_eintrag_2022-09-19_#0006492,Gesellschaft mit beschränkter Haftung (GmbH),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",10001.0,20000.0,01/20,12/20,1,10,Elisa Krammer,,17.0,2022-01-26,,,,
2700,orig_lobbyregister_2022-06-09_#R002506,lobbyregister_lobbyist,lobbyregister,2022-06-09,R002506,2022-03-01,,Asklepios Klinik Uckermark GmbH,Asklepios Klinik Uckermark GmbH,norm_lobbyregister_eintrag_2022-09-19_#0001729,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,40001.0,50000.0,01/20,12/20,1,10,,,,,"Landeskrankenhausgesellschaft Brandenburg,Verband der Privat Krankenanstalten",2.0,,
2701,orig_lobbyregister_2022-03-02_#R002505,lobbyregister_lobbyist,lobbyregister,2022-03-02,R002505,2022-03-01,,Deutscher Mittelstands-Bund (DMB) e.V.,Deutscher Mittelstands-Bund (DMB) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007493,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,0.0,0.0,01/20,12/20,1,10,"Matthias Bianchi,Benjamin Schöfer,Simon Nentwich,Steffen Kawohl",,25107.0,2022-02-15,"Wirtschaftspolitischer Club Deutschland e.V.,Verein zur Förderung der Arbeit des Parlamentskreis Mittelstand e.V.",2.0,,
2702,orig_lobbyregister_2022-03-01_#R002504,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002504,2022-03-01,,Chemetall GmbH,Chemetall GmbH,norm_lobbyregister_eintrag_2022-09-19_#0005799,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1.0,10000.0,01/20,01/21,1,10,Ulrich Eberhardt,,,,"Arcor Association pour la recherche sur la corrosion et l´anti-corrosion,Arbeitsgemeinschaft Oberflächentechnik,Arbeitgeberverband Chemie und verwandte Industrien für Land Hessen e.V.,Arbeitgeberverband Chemie Nord,BPM Bundesverband der Personalmanager,BAVC Bundesarbeitgeberverband Chemie e.V. Wiesbaden,BME Bundesverband Materialwirtschaft, Einkauf und Logistik,Chemie-Netzwerk Harz e.V.,DECHEMA Gesellschaft für Chemische Technik und Biotechnologie e.V.,DFO Deutsche Forschungsgesellschaft für Oberflächenbehandlung,DGG Deutsche Glastechnische Gesellschaft e.V.,GDPT Deutsche Gesellschaft für experimentelle und klinische Pharmakologie und Toxikologie,DGQ Deutsche Gesellschaft für Qualität e.V.,DGZFP Deutsche Gesellschaft für zerstörungsfreie Prüfung e.V.,DIN Deutsches Institut für Normung e.V.,DIN-Normenausschuss Beschichtungsstoffe und Beschichtungen,DIN-Normenausschuss Materialprüfung,ESV Eisendraht + Stahldraht Vereinigung e.V.,ESTAL European Association for Surface Treatment on Aluminium,ECCA European Coil Coating Association,ECCA Deutschland,EGN Executives Global Network Deutschland GmbH,GCFG German Cold Forging Group,GDA Gesamtverband der Aluminiumindustrie e.V.,GfKORR Gesellschaft für Korrosionsschutz e.V.,GSB Gütegemeinschaft für die Stückbeschichtung von Bauteilen,IHO Industrieverband Hygiene und Oberflächenschutz,ICFG International Cold Forging Group,PRI Performance Review Institute,ÖGZFP Österreichische Gesellschaft für zerstörungsfreie Prüfung,Pro Goslar e.V.,Überbetrieblicher Verbund Frau und Wirtschaft e.V. im Landkreis Goslar,VCI Verband der Chemischen Industrie,VOA Verband für die Oberflächenveredelung von Aluminium e.V.,QUALICOAT,QUALANOD,Verein für Weiter- und Fortbildung in der chemischen Industrie Niedersachsen,QIB Qualitätsgemeinschaft Industriebeschichtungen",39.0,,
2703,orig_lobbyregister_2022-03-01_#R002503,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002503,2022-03-01,,HanseWerk aG,HanseWerk aG,norm_lobbyregister_eintrag_2022-09-19_#0013040,Aktiengesellschaft (AG),Unternehmen,90001.0,100000.0,01/20,12/20,1,10,"Kristian Kuen,Malte Hinrichsen,Jörg Rudat,Hauke Siemens",,,,"BDEW,BVEG",2.0,,
2704,orig_lobbyregister_2022-03-01_#R002502,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002502,2022-03-01,,Bundesverband Crowdfunding e. V.,Bundesverband Crowdfunding e. V.,norm_lobbyregister_eintrag_2022-09-19_#0004244,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,80001.0,90000.0,01/20,12/20,1,10,Karsten Wenzlaff,,47.0,2020-12-31,,,,
2705,orig_lobbyregister_2022-03-01_#R002501,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002501,2022-03-01,,Sächsischer Apothekerverband e. V.,Sächsischer Apothekerverband e. V.,norm_lobbyregister_eintrag_2022-09-19_#0019782,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,70001.0,80000.0,01/21,12/21,1,10,Kathrin Quellmalz,,690.0,2021-12-31,"Deutscher Apothekerverband e. V.,ABDA Bundesvereinigung Deutscher Apothekerverbände e. V.",2.0,,
2706,orig_lobbyregister_2022-03-01_#R002500,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002500,2022-03-01,,Aluminium Deutschland e.V.,Aluminium Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000994,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,550001.0,560000.0,01/21,12/21,1,10,"Gregor Spengler,Jörg  Schäfer,Tim Stappen,Wolfgang Heidrich",,156.0,2021-12-31,"Verband der Automobilindustrie e.V.,Wirtschaftsvereinigung Metalle e.V.,Bundesverband Deutsche Startups e.V.",3.0,,
2707,orig_lobbyregister_2022-03-01_#R002499,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002499,2022-03-01,,Verband unabhängiger Musikunternehmer*innen,Verband unabhängiger Musikunternehmer*innen,norm_lobbyregister_eintrag_2022-09-19_#0023440,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,160001.0,170000.0,01/21,12/21,1,10,"Sandra Wirth,Jörg Heidemann,Reinher Karl",,1123.0,2021-07-01,"Deutscher Musikrat,CLASS - Association of Classical Independents in Germany e.V.,Impala Independent Music Companies Association,RockCity Hamburg,WIN - Worldwide Independent Network,Bundesverband Popularmusik e.V.,Berlin Music Commission,BLVKK - Bayerischer Landesverband der Kultur- und Kreativwirtschaft,K3D - Koalition Kultur- und Kreativwirtschaft in Deutschland,Forum Musikwirtschaft",10.0,,
2708,orig_lobbyregister_2022-03-01_#R002498,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002498,2022-03-01,,BayWa Aktiengesellschaft,BayWa Aktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0002497,Aktiengesellschaft (AG),Unternehmen,330001.0,340000.0,01/21,12/21,1,10,"Jörg Migende,Lena Zaunseder,Barbara Tiemann,Jacques Volland",,,,"Deutscher Raiffeisenverband e.V.,Deutsches Aktieninstitut e.V.,Bundesverband Deutscher Fertigbau e.V.,United Nations Forum for Global Impact Foundation,Bundesverband Freier Immobilien- und Wohnungsunternehmen e.V.,Bundesverband Gebäudeenergieberater Ingenieure Handwerker e.V.,Climate Group Foundation,Afrikaverein der deutschen Wirtschaft e.V.,Bundesverband in den Gewerken Trockenbau und Ausbau e.V.,Bundesverband Materialwirtschaft, Einkauf und Logistik e.V.,Bundesverband freier Tankstellen e.V.,smartlab Förderung der Elektromobilität,Deutscher Energieholz- und Pelletverband e.V.,Fachverband Biogas e.V.,Biokreis Ostbayern e.V.,Bitkom e.V.,Bayerischer Bauernverband,Bundesverband Reifenhandel und Vulkaniseur-Handwerk e.V.,Deutsche Phytomedizinische Gesellschaft e.V.,Bundesverband der Unternehmensjuristen e.V.,LandBauTechnik e.V.,Bundesverband Deutscher Pflanzenzüchter e.V.,Bundesverband der Personalmanager e.V.,Bundesverband Merger & Acquisitions,Bundesverband Wirtschaft, Verkehr und Logistik e.V.,Crenet Deutschland e.V.,Deutsche Gesellschaft für Baurecht e.V.,Deutsche Rasengesellschaft e.V.,Deutscher Hopfenwirtschaftsverband e.V.,Deutscher Brau- und Malzmeisterbund e.V.,Deutsche Wasserstraßen- und Schifffahrtsverein Rhein-Main-Donau e.V.,Deutscher Investor Relations Verband e.V.,Deutsche Landwirtschaftsgesellschaft e.V.,Deutscher Sojaförderring e.V.,Europäisches Forum für Außenwirtschaft, Verbrauchsteuern und Zoll e.V.,FarmTech Society,Forum Moderne Landwirtschaft e.V.,ProTerra Foundation,Gesellschaft für Datenschutz und Datensicherheit e.V.,Circular Valley Foundation, Wuppertal,Carmen e.V.,Union zur Förderung von Öl- und Proteinpflanzen e.V.,Global Bridges,Internationaler Controllerverein e.V.,Mittelständische Energiewirtschaft Deutschland e.V.,Ostasiatischer Verein (OAV) e.V.,Ostausschuss der deutschen Wirtschaft e.V.,Fachverband Hauseinführung für Rohre und Kabel e.V.,Bundesverband mittelständischer Mineralölunternehmen (UNITI) e.V.,Verband deutscher Agrarjournalisten e.V.,Verband deutscher Treasurer e.V.,Verbindungsstelle Landwirtschaft-Industrie e.V.,Bundesverband für Arbeitsrechtler im Unternehmen e.V.,Bundesverband des Groß- und Außenhandels mit Getreide, Ölsaaten und Futtermittel e.V.,Zentrale zur Bekämpfung unlauteren Wettbewerbs e.V.,Presseclub München e.V.,Vereinigung der bayerischen Wirtschaft e.V.,Wirtschaftsbeirat Bayern e.V.,Landesbauernverband Baden-Württemberg,Sächsischer Landesbauernverband,Verband für Alternative Proteinquellen e.V.",66.0,,
2709,orig_lobbyregister_2022-07-22_#R002497,lobbyregister_lobbyist,lobbyregister,2022-07-22,R002497,2022-03-01,2022-07-22,Verband der Südwestdeutschen Wohnungswirtschaft (VdW südwest),Verband der Südwestdeutschen Wohnungswirtschaft (VdW südwest),norm_lobbyregister_eintrag_2022-09-19_#0023097,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,90001.0,100000.0,01/21,12/21,11,20,"Matthias Berger,Helena Rhein,Laura-Sophie Jacobus,Sabine  Oefner,Sebastian-Johannes Ernst,Benjamin Hanne,Jan Voosen,Fee Kaiser,Martin Sturm,René Tumler",,202.0,2022-01-10,"GdW Bundesverband deutscher Wohnungs- und Immobilienunternehmen e. V.,Initiative Wohnen.2050 e.V.,Arbeitgeberverband der Deutschen Immobilienwirtschaft e.V.,Bauforum Rheinland-Pfalz,Deutscher Verband für Wohnungswesen, Städtebau und Raumordnung e. V.,Marketinginitiative der Wohnungsbaugenossenschaften Deutschland e.V.,Stiftung Baukultur Rheinland-Pfalz,Gesellschaft zur Förderung der Forschung auf dem Gebiet des Siedlungs- und Wohnungswesens e.V.,Südwestdeutsche Fachakademie,DESWOS Deutsche Entwicklungshilfe für soziales Wohnungs- und Siedlungswesen e. V.,Verband der Wohnungs- und Immobilienwirtschaft Rheinland Westfalen e. V.,Verband der saarländischen Wohnungs- und Immobilienwirtschaft e. V.",13.0,,
2710,orig_lobbyregister_2022-03-01_#R002496,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002496,2022-03-01,,Alstom Signal GmbH,Alstom Signal GmbH,norm_lobbyregister_eintrag_2022-09-19_#0000977,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,30001.0,40000.0,01/21,12/21,1,10,"Ralf Laukien,Eric Biedemann,Thomas Tschitschke",,,,,,,
2711,orig_lobbyregister_2022-03-01_#R002495,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002495,2022-03-01,,Alstom Transport Deutschland GmbH,Alstom Transport Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0000978,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,130001.0,140000.0,04/20,03/21,1,10,"Lorenz Heller,Maximilian Von Bose,Christophe Huth,Raphael Hofstädter,Jens Sprotte,Detlef Dittmann,Jörg Nikutta,Tanja Kampa,Christian Schunke-Mau",,,,"Deutscher Wasserstoff- und Brennstoffzellenverband e.V.,INW - Institut der Norddeutschen Wirtschaft e.V.,VPI - Vereinigung der Privatgüterwagen-Interessenten,Bundesverband Deutscher Pressesprecher e.V.,VDB - Verband der Bahnindustrie in Deutschland e.V.,Allianz pro Schiene e.V.,Deutsches Verkehrsforum e.V.,VDV Förderkreis e.V.",8.0,,
2712,orig_lobbyregister_2022-03-30_#R002494,lobbyregister_lobbyist,lobbyregister,2022-03-30,R002494,2022-03-01,,ISOC.de - Internet Society German Chapter e.V.,ISOC.de - Internet Society German Chapter e.V.,norm_lobbyregister_eintrag_2022-09-19_#0014803,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,08/20,08/21,1,10,Klaus Birkenbihl,,72.0,2022-02-15,Internet Society - ISOC,1.0,,
2713,orig_lobbyregister_2022-06-28_#R002493,lobbyregister_lobbyist,lobbyregister,2022-06-28,R002493,2022-03-01,,Bundesverband russischsprachiger Eltern e.V.,Bundesverband russischsprachiger Eltern e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005027,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",0.0,0.0,01/21,12/21,1,10,"Anastasia  Sudzilovskaya ,Denis Hanovs,Jurij Sargelis",,50.0,2022-02-01,"BAGSO - Bundesarbeitsgemeinschaft der Seniorenorganisationen e.V.,Bundesausschuss Politische Bildung (bap) e.V.,Bundeselternnetzwerk der Migrantenorganisationen für Bildung & Teilhabe (bbt),Bundesforum Familie",4.0,,
2714,orig_lobbyregister_2022-07-14_#R002492,lobbyregister_lobbyist,lobbyregister,2022-07-14,R002492,2022-03-01,,Deutscher Behindertensportverband (DBS) e.V.,Deutscher Behindertensportverband (DBS) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007222,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",30001.0,40000.0,01/21,12/21,1,10,Annett Chojnacki-Bennemann,,27.0,2022-02-17,"Deutscher Olympischer Sportbund (DOSB),Internationales Paralympisches Komitee (IPC)",2.0,,
2715,orig_lobbyregister_2022-03-01_#R002491,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002491,2022-03-01,,Organon Healthcare GmbH,Organon Healthcare GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018489,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,230001.0,240000.0,01/21,12/21,1,10,"Sabine Hoffmann,Jan Weißflog",,,,"BAH Bundesverband der Arzneimittel-Hersteller e.V.,The American Chamber of Commerce in Germany,Grünen Wirtschaftsdialog e.V,Arbeitsgemeinschaft AG Pro Biosimilars,Institut für Gesundheitssystem-Entwicklung,Freiwillige Selbstkontrolle für die Arzneimittelindustrie e.V.",6.0,,
2716,orig_lobbyregister_2022-03-01_#R002490,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002490,2022-03-01,,Agora Strategy Group AG,Agora Strategy Group AG,norm_a_watch_organisation_2022-09-19_#0000491,Aktiengesellschaft (AG),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",10001.0,20000.0,01/21,12/21,1,10,"Leonard Wessendorff,Marco  Lotz,Fabian Vetter",,,,"Wirtschaftsbeirat der Union e.V.,Wirtschafts- und Industrievereinigung Stuttgart e.V.",2.0,Dataminr,1.0
2717,orig_lobbyregister_2022-09-05_#R002489,lobbyregister_lobbyist,lobbyregister,2022-09-05,R002489,2022-03-01,,UniCredit Bank AG,UniCredit Bank AG,norm_lobbyregister_eintrag_2022-09-19_#0022162,Aktiengesellschaft (AG),Unternehmen,920001.0,930000.0,01/21,12/21,1,10,"Andrea Rexer,Michael Neubert",,,,"Bundesverband deutscher Banken e.V.,Ost-Ausschuss - Osteuropaverein der Deutschen Wirtschaft e.V.,Wirtschaftsrat der CDU e.V.,Ostdeutscher Bankenverband e.V.,Bayerischer Bankenverband e.V.,Norddeutscher Bankenverband e.V.,Deutscher Derivateverband e.V.,Verband deutscher Pfandbriefbanken e.V.,AmCham Germany e.V.,Finanzplatz München Initiative,AEFMA,ICC Germany e.V.,Atlantik-Brücke e.V..,Bundesinitiative Impact Investing e.V.,S 20 e.V. The Sponsors Voice,Deutsche Gesellschaft für Personalführung e.V.",16.0,,
2718,orig_lobbyregister_2022-03-01_#R002488,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002488,2022-03-01,,Arbeitgeber- und Wirtschaftsverbände Sachsen-Anhalt e. V.,Arbeitgeber- und Wirtschaftsverbände Sachsen-Anhalt e. V.,norm_lobbyregister_eintrag_2022-09-19_#0001249,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,1.0,10000.0,01/21,12/21,1,10,Jan Pasemann,,19.0,2022-02-22,Bundesvereinigung Deutscher Arbeitgeberverbände e. V. (BDA),1.0,,
2719,orig_lobbyregister_2022-03-01_#R002487,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002487,2022-03-01,,LOAD e.V.,LOAD e.V.,norm_lobbyregister_eintrag_2022-09-19_#0016863,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,01/20,12/20,0,0,,,175.0,2022-02-16,,,,
2720,orig_lobbyregister_2022-03-01_#R002486,lobbyregister_lobbyist,lobbyregister,2022-03-01,R002486,2022-03-01,,WASH United,WASH United,norm_lobbyregister_eintrag_2022-09-19_#0024296,Gesellschaft mit beschränkter Haftung (GmbH),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,01/20,12/20,1,10,"Sarah Bagel,Hannah Neumeyer",,,,"WASH Netzwerk,Social Entrepreneurship Netzwerk Deutschland (SEND)",2.0,,
