graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_quelle_id,aufb_ersteintrag,aufb_jahres_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,aufb_art_rechtsform,aufb_taetigkeitskategorie,aufb_intver_finanz_aufw_jahr_von,aufb_intver_finanz_aufw_jahr_bis,aufb_intver_jahr_start,aufb_intver_jahr_ende,aufb_intver_anzahl_besch_min,aufb_intver_anzahl_besch_max,aufb_intver_liste_beschaeftigte_unmittelbar,graph_intver_anzahl_beschaeftigte_unmittelbar,aufb_mitglieder_anzahl_wert,aufb_mitglieder_zaehlung_datum,aufb_mitgliedschaften_liste,graph_mitgliedschaften_anzahl,aufb_auftraggeber_liste,graph_auftraggeber_anzahl
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-16,R003466,2022-03-15,,Bundesverband Innovative Bildungsprogramme e.V.,Bundesverband Innovative Bildungsprogramme e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0,0,01/20,12/20,1,10,,,37,2022-02-24,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-04-28,R003465,2022-03-15,,Adecco Germany Holding,Adecco Germany Holding,,Kommanditgesellschaft (KG),Unternehmen,110001,120000,01/21,12/21,1,10,"Andreas Dinges,Murielle Antille Habegger,Arne Hellmuth",,,,Bundesarbeitgeberverband der Personaldienstleister e.V. (BAP),,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003464,2022-03-15,,Krankenhausgesellschaft Sachsen-Anhalt e. V.,Krankenhausgesellschaft Sachsen-Anhalt e. V.,,Eingetragener Verein (e. V.),Berufsverband,1,10000,01/20,12/20,1,10,Andrea Schenker-Traore,,47,2021-12-31,"Deutsche Krankenhausgesellschaft e. V.,BMVZ e. V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003463,2022-03-15,,Kreisbauernschaft Neuss-Mönchengladbach e.V.,Kreisbauernschaft Neuss-Mönchengladbach e.V.,,Eingetragener Verein (e. V.),Berufsverband,,,,,1,10,,,953,2021-07-01,"Rheinischer Landwirtschafts-Verband e.V.,Deutscher Bauernverband e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-05-23,R003462,2022-03-15,,"Dachverband Anthroposophische Medizin in Deutschland, DAMiD","Dachverband Anthroposophische Medizin in Deutschland, DAMiD",,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",30001,40000,01/21,12/21,1,10,,,18,2022-02-22,"Allianz für Integrative Medizin und Gesundheit, AIM",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-04-07,R003461,2022-03-15,,BiPRO e.V.,BiPRO e.V.,,Eingetragener Verein (e. V.),Berufsverband,10001,20000,01/21,12/21,1,10,,,304,2022-02-16,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-30,R003460,2022-03-15,2022-08-30,Smart Energy for Europe Platform (SEFEP) gGmbH,Smart Energy for Europe Platform (SEFEP) gGmbH,,Gesellschaft mit beschränkter Haftung (GmbH),"Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule",90001,100000,01/21,12/21,111,120,"Matthias Buck,Markus Steigenberger,Simon Müller,Frank Peter,Wido Witecka,Helen Burmeister,Aylin Shawkat,Paul Münnich,Matthias Deutsch,Zaffar Hussain,Thorsten Lenck,Alexandra Langenheld,Barbara Saerbeck,Janek Steitz,Mauricio Belaunde Otto,Jahel Mielke,Janne Görlach,Maxi Matzanke,Nikola Bock,Kathy Reimann,Julia Metz,Harald Grethe,Kinita Shenoy,Christine Chemnitz,Katharina Hartz,Janna Hoppe,Uta Weiß,Mareike Herrndorf,Chrissie Donnelly,Emir Çolak,Fabian Barrera Garavito,Caroline Paul,Lidia Wojtal,Nelly Azaïs,Claudio Baccianti,Alexander Dusolt,Murielle Gagnebin,Andreas Graf,Fabian Hein,Michaela Holl,Christian Redl,Sonja Risteska,Felix Heilmann",,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003459,2022-03-15,,SHS - Stahl-Holding-Saar GmbH & Co. KGaA,SHS - Stahl-Holding-Saar GmbH & Co. KGaA,,Kommanditgesellschaft auf Aktien (KGaA),Unternehmen,1440001,1450000,01/20,12/20,1,10,Christian Weber,,,,"Verband der Saarhütten,Wirtschaftsvereinigung Stahl,The European Steel Association (EUROFER)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003458,2022-03-15,,VERBAND UNABHÄNGIGER MEDIZIN- UND LABORTECHNIK-PLANER e.V. - VMLP,VERBAND UNABHÄNGIGER MEDIZIN- UND LABORTECHNIK-PLANER e.V. - VMLP,,Eingetragener Verein (e. V.),Berufsverband,1,10000,01/21,12/21,1,10,,,34,2022-01-01,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-04-07,R003457,2022-03-15,,Industrieverbund Weiße Biotechnologie e.V.,Industrieverbund Weiße Biotechnologie e.V.,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,0,0,01/21,12/21,1,10,,,24,2022-02-11,BIODeutschland e.V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-06-13,R003456,2022-03-15,,Verein der Kohlenimporteure e.V.,Verein der Kohlenimporteure e.V.,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,1,10000,01/20,12/20,1,10,,,44,2022-03-01,Forum für Zukunftsenergie e.V. - Bundesverband der deutschen Binnenschifffahrt e.V. -Arbeitsgemeinschaft Energiebilanz - Branchenverband Steinkohle und Nachbergbau,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003455,2022-03-15,,Deutscher Hospiz- und PalliativVerband,Deutscher Hospiz- und PalliativVerband,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1,10000,01/20,12/20,1,10,,,1280,2021-06-30,European Association for Palliative Care,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003454,2022-03-15,,Service-now.com GmbH,Service-now.com GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,170001,180000,01/21,12/21,1,10,"Stefan Fischer ,Stephanie Berlin,Detlef Krause,Robert Rosellen",,,,"AFCEA,Bitkom",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-23,R003453,2022-03-15,,Bundesverband Bausysteme e. V.,Bundesverband Bausysteme e. V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",230001,240000,01/21,12/21,1,10,Rupa Das,,48,2022-03-15,"Bundesvereinigung Mittelständischer Bauunternehmen e. V. (BVMB),DIN e. V.,Verband Deutscher Ingenieure e. V. (VDI)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003452,2022-03-15,,Deutsche Gesellschaft für Abfallwirtschaft e.V. (DGAW e.V.),Deutsche Gesellschaft für Abfallwirtschaft e.V. (DGAW e.V.),,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1,10000,01/20,12/20,11,20,"Isabelle Henkel,Volker Ludwig,Alexander Gosten",,500,2022-02-08,"ABW e.V. - Aufbereitung von Baustoffen u. Wiederverwertung e.V. (gegenseitige Mitgliedschaft),ASA e.V. (gegenseitige Mitgliedschaft),BDE - Bundesverband der Deutschen Entsorgungs-, Wasser- und Rohstoffwirtschaft e.V. (gegenseitige Mitgliedschaft),BDZ e.V. (gegenseitige Mitgliedschaft),Bundesgütegemeinschaft Kompost e.V. (gegenseitige Mitgliedschaft),Bundesgütegemeinschaft Recycling-Baustoffe e.V. (BGRB) (gegenseitige Mitgliedschaft),bvse - Bundesverband Sekundärrohstoffe und Entsorgung (gegenseitige Mitgliedschaft),Dechema Gesellschaft für Chemische Technik und Biotechnologie (gegenseitige Mitgliedschaft),Deutsche Phosphor-Plattform DPP e.V. (gegenseitige Mitgliedschaft),DWA e.V. (gegenseitige Mitgliedschaft),EdDE e.V. (gegenseitige Mitgliedschaft),Fördergemeinschaft Kreislaufwirtschaft e.V. (gegenseitige Mitgliedschaft),Fraunhofer UMSICHT-ATZ (gegenseitige Mitgliedschaft),Gütegemeinschaft Kompost Ost e.V. (gegenseitige Mitgliedschaft),Gütegemeinschaft Kompost Region Bayern e.V. (gegenseitige Mitgliedschaft),Gütegemeinschaft Sekundärbrennstoffe & Recyclingholz e.V. (gegenseitige Mitgliedschaft),Institut für Energie- und Umwelttechnik e.V. (gegenseitige Mitgliedschaft),ITVA e.V. (gegenseitige Mitgliedschaft),Kompetenznetzwerk Mitteldeutsche Entsorgungswirtschaft (gegenseitige Mitgliedschaft),Kumas - Kompetenzzentrum Umwelt e.V. (gegenseitige Mitgliedschaft),Landesverband der Recyclingwirtschaft Sachsen e.V. c/o SBG Dresden mbH (gegenseitige Mitgliedschaft),LBK e.V. (gegenseitige Mitgliedschaft),MVaK - Mittelstandsverband abfallbasierter Kraftstoffe e.V. (gegenseitige Mitgliedschaft),ReUse e.V. (gegenseitige Mitgliedschaft),Umweltcluster Bayern (gegenseitige Mitgliedschaft),Urban Mining e.V. (gegenseitige Mitgliedschaft),Verband der Bayerischen Entsorgungsunternehmen e.V. (gegenseitige Mitgliedschaft),Verband für Abbruch und Entsorgung e.V. (gegenseitige Mitgliedschaft),Verband kommunaler Unternehmen e.V. (gegenseitige Mitgliedschaft),vf-bifa e.V. (gegenseitige Mitgliedschaft),WFZ Ruhr e.V. (gegenseitige Mitgliedschaft),ISWA - International Solid Waste Association (National Member Mitgliedschaft)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003451,2022-03-15,,Plattform Industrie 4.0,Plattform Industrie 4.0,,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",0,0,01/21,12/21,31,40,,,442,2022-02-28,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003450,2022-03-15,,Landesbund für Vogelschutz in Bayern (LBV),Landesbund für Vogelschutz in Bayern (LBV),,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20001,30000,01/21,12/21,1,10,Helmut Beran,,90200,2021-09-30,"Deutscher Naturschutzring (DNR),Naturschutzbund Deutschland (NABU),Deutscher Fundraising Verband,Initiative Transparente Zivilgesellschaft,Internationale Alpenschutzkommission - CIPRA,Arbeitsgemeinschaft Natur- und Umweltbildung (ANU)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-18,R003449,2022-03-15,,Vereinigung der Sächsischen Wirtschaft e.V. (VSW),Vereinigung der Sächsischen Wirtschaft e.V. (VSW),,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,10001,20000,01/20,12/20,1,10,"Andreas Winkler,Matthias Matz,Carsten Büttner",,47,2022-03-07,"Bundesvereinigung der Deutschen Arbeitgeberverbände e.V. (BDA),Bildungswerk der Sächsischen Wirtschaft e.V, (bsw)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003448,2022-03-15,,5 am Tag e.V.,5 am Tag e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1,10000,01/20,12/20,1,10,Svenja Kurjatko,,62,2022-02-16,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-17,R003447,2022-03-15,,Bäckerinnungs-Verband Westfalen-Lippe,Bäckerinnungs-Verband Westfalen-Lippe,,"Sonstige juristische Person, auch nach anderem als deutschem Recht",Arbeitgeberverband,20001,30000,01/20,12/20,1,10,,,437,2022-01-01,Zentralverband des Deutschen Bäckerhandwerks e. V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003446,2022-03-15,,Fachgruppe Obstbau,Fachgruppe Obstbau,,Nicht rechtsfähiger Verein,Berufsverband,190001,200000,01/21,12/21,1,10,,,18,2021-12-31,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-16,R003445,2022-03-15,,EHRENBERG SØRENSEN Kommunikation GmbH,EHRENBERG SØRENSEN Kommunikation GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",410001,420000,04/20,03/21,1,10,"Tim Kötting,Benedikt Haberer,Eckhardt  Rehberg",,,,ITCN World,,"Scandlines Deutschland GmbH,Stena Line GmbH & Co. KG,ROSTOCK  PORT GmbH,SEEHAFEN KIEL GmbH & Co. KG",
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003444,2022-03-15,,Verbund kompostierbare Produkte e.V.,Verbund kompostierbare Produkte e.V.,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,1,10000,01/21,12/21,1,10,Gardy Krause,,15,2022-02-15,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003443,2022-03-15,,Automotive Cluster Ostdeutschland (ACOD),Automotive Cluster Ostdeutschland (ACOD),,Gesellschaft mit beschränkter Haftung (GmbH),Wirtschaftsverband oder Gewerbeverband/-verein,1,10000,01/21,12/21,1,10,,,70,2022-02-22,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003442,2022-03-15,,Deutscher Sportwettenverband e. V.,Deutscher Sportwettenverband e. V.,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,10001,20000,01/20,12/20,1,10,"Marvin Cordts,Florian Grün",,17,2022-01-04,"Wirtschaftsforum der SPD e. V.,Wirtschaftsrat der CDU e. V.,Zentrale zur Bekämpfung unlauteren Wettbewerbs Frankfurt am Main e. V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003441,2022-03-15,,Fachvereinigung Extruderschaum e.V. - FPX,Fachvereinigung Extruderschaum e.V. - FPX,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,1,10000,01/21,12/21,1,10,"Astrid Ahlers,Norbert Buddendick",,5,2022-01-01,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003440,2022-03-15,,Schön Klinik Medizinsches Versorgungszentrum GmbH,Schön Klinik Medizinsches Versorgungszentrum GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,30001,40000,01/21,12/21,1,10,Bernhard Backes,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-15,R003439,2022-03-15,,Forum InformatikerInnen für Frieden und gesellschaftliche Verantwortung (FIfF) e. V.,Forum InformatikerInnen für Frieden und gesellschaftliche Verantwortung (FIfF) e. V.,,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1,10000,01/21,12/21,1,10,,,700,2021-12-31,"Förderverein/Netzwerk Kooperation für den Frieden e.V.,European Digital Rights (EDRi),Allianz Rechtssicherheit für politische Willensbildung e.V.,SfE Software für Engagierte e.V.,digitalcourage e.V.,EURALO European at-large Organisation,KIF Konferenz der Informatikfachschaften e.V.,Wissenschaft und Frieden e.V.,GoodElectronics",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-18,R003438,2022-03-15,,Forum Nachhaltiger Kakao e.V.,Forum Nachhaltiger Kakao e.V.,,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1,10000,01/20,12/20,1,10,Beate Weiskopf,,80,2022-02-28,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-05-08,R003437,2022-03-14,,Mother Hood e.V.,Mother Hood e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1,10000,01/21,12/21,1,10,,,1500,2022-03-07,"Deutscher Frauenrat e.V.,Arbeitskreis Frauengesundheit in Medizin, Psychotherapie und Gesellschaft e.V.,ISPPM e.V.,Landesfrauenrat Rheinland-Pfalz e. V.,Landesfrauenrat Baden-Württemberg e. V.,Landesfrauenrat Esslingen,Landesfrauenrat Sachsen e. V.,Landesfrauenrat Berlin e.V.,Landesfrauenrat Hessen e. V.,Frauenpolitischer Rat Land Brandenburg e.V.,Netzwerk Elterninitiativen f. Geburtskultur",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-05-09,R003436,2022-03-14,,CHINA-BRÜCKE e.V.,CHINA-BRÜCKE e.V.,,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1,10000,01/20,12/20,1,10,Sabine Kahlefeld,,65,2022-02-01,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-09,R003435,2022-03-14,2022-06-30,Deutsche Sportjugend (dsj),Deutsche Sportjugend (dsj),,"Sonstige juristische Person, auch nach anderem als deutschem Recht","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",80001,90000,01/21,12/21,1,10,"Christina Gassner,Rebekka Kemmler-Müller,Jaana Eichhorn",,79,2022-01-20,"Arbeitsgemeinschaft Kinder- und Jugendhilfe (AGJ),Informations- und Dokumentationszentrum für Antirassismusarbeit e. V. (IDA),IJAB - Fachstelle für Internationale Jugendarbeit der Bundesrepublik Deutschland e.V.,Netzwerk ""Sport & Politik für Fairness, Respekt und Menschenwürde"",BundesForum Kinder- und Jugendreisen,Deutsches Jugendherbergswerk",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-01,R003434,2022-03-14,,BOLDT GmbH,BOLDT GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",,,,,1,10,Sophie Braun,,,,,,"bedrocan international ,Humane Society International / Europe ",
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-14,R003433,2022-03-14,,Zero Waste Germany e.V.,Zero Waste Germany e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",,,,,1,10,Svenja Plidschun,,11,2022-02-01,Zero Waste Europe,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-14,R003432,2022-03-14,,ChemCologne e.V.,ChemCologne e.V.,,Eingetragener Verein (e. V.),,1,10000,01/20,12/20,1,10,,,66,2022-01-01,ECSPP (European Chemical Site Promotion Plattform),,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-14,R003431,2022-03-14,,smarvis GmbH,smarvis GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1,10000,09/20,08/21,1,10,"Claudia  Fiedler,Stefan Dzemski",,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-14,R003430,2022-03-14,,QUNDIS GmbH,QUNDIS GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1,10000,09/20,08/21,1,10,"Claudia Fiedler,Stefan Dzemski",,,,"Wasserzählerverband VDDW,OMS - Open Metering System,figawa -Firmen im Gas- und Wasserfach e.V.,K.U.M - Kooperationsverbund unabhängiger Messdienstunternehmen,DEUMESS,DVGW - Deutscher Verein des Gas- und Wasserfaches e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-14,R003429,2022-03-14,,Dr. Theodor Stiebel Werke GmbH & Co. KG,Dr. Theodor Stiebel Werke GmbH & Co. KG,,Sonstige Personengesellschaft,Unternehmen,20001,30000,01/21,12/21,1,10,"Hendrik Ehrhardt,Holger Thamm,Ralf-Rainer Nolte",,,,"Bundesverband Wärmepumpe e.V.,Bundesverband der Deutschen Heizungsindustrie e. V.,BDI Initiative Gebäude,Deutsches Institut für Normung,FGK, Fachverband Gebäude-Klima e. V.,Landesverband Erneuerbare Energien NRW e.V.,ZVEI e. V., Verband der Elektro- und Digitalindustrie,European Heat Pump Association,European Ventilation Industry Association",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-14,R003428,2022-03-14,,RHÖN-KLINIKUM AG,RHÖN-KLINIKUM AG,,Aktiengesellschaft (AG),Unternehmen,60001,70000,01/21,12/21,11,20,"Nina Knauer,Heike Ochmann,Sylvia Heinis,Sandra Henek,Patrick Hilbrenner,Christiane Hinck-Kneip,Robert Koch",,,,"Bundesverband Deutscher Privatkliniken e.V. (BDPK),Bayerische Krankenhausgesellschaft e.V. (BKG),Verband der Privatkrankenanstalten in Bayern e.V. (VPKA),Initiative junge Forscherinnen und Forscher e.V. (IJF),4QD-Qualitätskliniken.de GmbH,Bundesverband Managed Care e.V. (BMC),Wirtschaftsrat der CDU Berlin e.V.,Bundesverband Medizinischer Versorgungszentren e.V. (BMVZ),Deutsche Krankenhausgesellschaft e.V. (DKG)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-14,R003427,2022-03-14,,Wirtschaftsvereinigung Groß- und Außenhandel Hamburg e.V. I WGA,Wirtschaftsvereinigung Groß- und Außenhandel Hamburg e.V. I WGA,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,160001,170000,01/21,12/21,1,10,"Monika Beutgen,Lutz Düshop,Rodger  Wegner,Maximlian Wittig,Marina  Panten,Cordelia Beate Kraft,Bernd Dieter Kurzai,Lisann Marie Bauer,Kyra Schaper",,77,2022-02-22,Gesellschaft der Freunde und Förderer des HWWI gGmbH e.V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-07-27,R003426,2022-03-14,,Hüttenwerke Krupp Mannesmann GmbH (HKM),Hüttenwerke Krupp Mannesmann GmbH (HKM),,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,140001,150000,01/21,12/21,1,10,"Andreas Manthey,Marten Sprecher,Damian Palla,Patrick Komfort,Rosa Peter,Udo Kalina,Sebastian Träger",,,,"Stahlinstitut VDEh,Wirtschaftsvereinigung Stahl,Zukunft durch Industrie e.V.,Arbeitgeberverband Stahl e.V.,Fachverband Eisenhüttenschlacken e.V.,ESTEP AISBL - European Steel Technology Platform Association internationanle sons but lucratif,Hy.Region.Rhein.Ruhr e.V.,Forum Vision Instandhaltung e.V.,VIK Verband der Industriellen Energie und Kraftwirtschaft e.V.,Bundesverband der Personalmanager e.V.,Werkfeuerwehrverband NRW Arbeitsgemeinschaft betrieblicher Brandschutz e.V.,Dekra e.V.,ASW NRW Allianz für Sicherheit in der Wirtschaft NRW e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-14,R003425,2022-03-14,,Bündnis für Tierschutzpolitik,Bündnis für Tierschutzpolitik,,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",0,0,01/21,12/21,1,10,,,6,2022-01-01,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-14,R003424,2022-03-14,,Brancheninitiative Produktverantwortung,Brancheninitiative Produktverantwortung,,Gesellschaft des bürgerlichen Rechts (GbR; BGB-Gesellschaft),Wirtschaftsverband oder Gewerbeverband/-verein,90001,100000,01/21,12/21,0,0,,,3,2022-02-28,Arbeitsgemeinschaft Verpackung und Umwelt e.V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-14,R003423,2022-03-14,,ADAC Luftrettung gGmbH,ADAC Luftrettung gGmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,190001,200000,01/21,12/21,1,10,Benjamin Heese,,,,"Gesellschaft für Recht und Politik im Gesundheitswesen e.V. (GRPG),Deutscher Hubschrauber Verband e.V. (DHV),European HEMS & Air Ambulance Committee e.V. (EHAC),bavAIRia e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-14,R003422,2022-03-14,,BlackRock Asset Management Deutschland AG,BlackRock Asset Management Deutschland AG,,Aktiengesellschaft (AG),Unternehmen,520001,530000,01/21,12/21,11,20,"Joanna Cound,Michael Rüdiger,Johannes Wölfing",,,,"Arbeitsgemeinschaft für betriebliche Altersvorsorgung (ABA),Bundesverband Alternative Investments (BAI),Bundesverband Investment und Asset Management (BVI),Deutsches Aktien Institut (DAI),Forum VuV e.,Green and Sustainable Finance Cluster Germany e. V.",,,
