graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_auftraggeber_anzahl
"""""",lobbyregister_client,lobbyregister,2022-02-25,Kalorimeta GmbH,Kalorimeta GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015298,
"""""",lobbyregister_client,lobbyregister,2022-03-04,Kapsch TrafficCom,Kapsch TrafficCom,norm_lobbyregister_eintrag_2022-09-19_#0015329,
"""""",lobbyregister_client,lobbyregister,2022-02-17,Kaspersky Labs,Kaspersky Labs,norm_lobbyregister_eintrag_2022-09-19_#0015358,
"""""",lobbyregister_client,lobbyregister,2022-03-03,Katholischer Krankenhausverband Deutschlands e. V.,Katholischer Krankenhausverband Deutschlands e. V.,norm_lobbyregister_eintrag_2022-09-19_#0015406,
"""""",lobbyregister_client,lobbyregister,2022-09-14,Kaufland Stiftung & Co. KG,Kaufland Stiftung & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0015425,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Kennametal Holding GmbH,Kennametal Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015447,
"""""",lobbyregister_client,lobbyregister,2022-08-31,Kerberos Compliance-Managementsysteme GmbH,Kerberos Compliance-Managementsysteme GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015449,
"""""",lobbyregister_client,lobbyregister,2022-05-10,KfH Kuratorium für Dialyse und Nierentransplantation e. V.,KfH Kuratorium für Dialyse und Nierentransplantation e. V.,norm_lobbyregister_eintrag_2022-09-19_#0015459,
"""""",lobbyregister_client,lobbyregister,2022-02-27,KG,KG,norm_lobbyregister_eintrag_2022-09-19_#0015470,
"""""",lobbyregister_client,lobbyregister,2022-06-02,KGAL GmbH & Co. KG,KGAL GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0015471,
"""""",lobbyregister_client,lobbyregister,2022-03-17,KIC InnoEnergy,KIC InnoEnergy,norm_lobbyregister_eintrag_2022-09-19_#0015476,
"""""",lobbyregister_client,lobbyregister,2022-02-21,Kiefer- und Gesichtschirurgie,Kiefer- und Gesichtschirurgie,norm_lobbyregister_eintrag_2022-09-19_#0015480,
"""""",lobbyregister_client,lobbyregister,2022-03-15,KiK Textilien und Non-Food GmbH,KiK Textilien und Non-Food GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015486,
"""""",lobbyregister_client,lobbyregister,2022-03-21,Kinyaga Biotech Campus UG,Kinyaga Biotech Campus UG,norm_lobbyregister_eintrag_2022-09-19_#0015512,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Klarna Bank AB,Klarna Bank AB,norm_lobbyregister_eintrag_2022-09-19_#0015533,
"""""",lobbyregister_client,lobbyregister,2022-09-13,Klasmann-Deilmann GmbH,Klasmann-Deilmann GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015536,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Klima-Allianz Deutschland e.V.,Klima-Allianz Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0015560,
"""""",lobbyregister_client,lobbyregister,2022-03-16,Klingenstadt Solingen,Klingenstadt Solingen,norm_lobbyregister_eintrag_2022-09-19_#0015592,
"""""",lobbyregister_client,lobbyregister,2022-08-23,KME Germany GmbH,KME Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015618,
"""""",lobbyregister_client,lobbyregister,2022-04-05,KMG Kliniken,KMG Kliniken,norm_lobbyregister_eintrag_2022-09-19_#0015619,
"""""",lobbyregister_client,lobbyregister,2022-06-14,Knauf Gips KG,Knauf Gips KG,norm_lobbyregister_eintrag_2022-09-19_#0015623,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Kohlberg Kravis Roberts GmbH,Kohlberg Kravis Roberts GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015638,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Kombiverkehr Deutsche Gesellschaft für kombinierten Güterverkehr mbH & Co. KG,Kombiverkehr Deutsche Gesellschaft für kombinierten Güterverkehr mbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0015674,
"""""",lobbyregister_client,lobbyregister,2022-08-18,Kombiverkehr Deutsche Gesellschaft für kombinierten Güterverkehr mbh & Co. KG,Kombiverkehr Deutsche Gesellschaft für kombinierten Güterverkehr mbh & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0015675,
"""""",lobbyregister_client,lobbyregister,2022-08-18,Kombiverkehr Deutsche Gesellschaft für kombinierten Güterverkehr mbH & Co. KG,Kombiverkehr Deutsche Gesellschaft für kombinierten Güterverkehr mbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0015674,
"""""",lobbyregister_client,lobbyregister,2022-02-18,Kongsberg Defence & Aerospace,Kongsberg Defence & Aerospace,norm_lobbyregister_eintrag_2022-09-19_#0015749,
"""""",lobbyregister_client,lobbyregister,2022-02-22,Kongsberg Defence & Aerospace AS,Kongsberg Defence & Aerospace AS,norm_lobbyregister_eintrag_2022-09-19_#0015750,
"""""",lobbyregister_client,lobbyregister,2022-08-26,Königlich Dänisches Generalkonsulat,Königlich Dänisches Generalkonsulat,norm_lobbyregister_eintrag_2022-09-19_#0015751,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Konrad-Adenauer-Stiftung e.V.,Konrad-Adenauer-Stiftung e.V.,norm_a_watch_organisation_2022-09-19_#0015756,
"""""",lobbyregister_client,lobbyregister,2022-08-12,Korian Deutschland AG,Korian Deutschland AG,norm_lobbyregister_eintrag_2022-09-19_#0015801,
"""""",lobbyregister_client,lobbyregister,2022-07-04,Kosmos Energy Investments Senegal Limited,Kosmos Energy Investments Senegal Limited,norm_lobbyregister_eintrag_2022-09-19_#0015808,
"""""",lobbyregister_client,lobbyregister,2022-07-04,Kosmos Energy Ltd,Kosmos Energy Ltd,norm_lobbyregister_eintrag_2022-09-19_#0015810,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Kosmos Energy Ltd.,Kosmos Energy Ltd.,norm_lobbyregister_eintrag_2022-09-19_#0015811,
"""""",lobbyregister_client,lobbyregister,2022-07-04,Kosmos Energy Mauritania,Kosmos Energy Mauritania,norm_lobbyregister_eintrag_2022-09-19_#0015812,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Kraftblock GmbH,Kraftblock GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015818,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Kraftwerk Renewable Power Solutions GmbH,Kraftwerk Renewable Power Solutions GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015822,
"""""",lobbyregister_client,lobbyregister,2022-09-01,KRAIBURG Relastec GmbH & Co.KG,KRAIBURG Relastec GmbH & Co.KG,norm_lobbyregister_eintrag_2022-09-19_#0015825,
"""""",lobbyregister_client,lobbyregister,2022-09-01,Krauss-Maffei Wegmann GmbH & Co. KG,Krauss-Maffei Wegmann GmbH & Co. KG,norm_lobbypedia_parteispenden_2022-09-19_#0015844,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Kreis Recklinghausen,Kreis Recklinghausen,norm_lobbyregister_eintrag_2022-09-19_#0015907,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Kreis Unna,Kreis Unna,norm_lobbyregister_eintrag_2022-09-19_#0015940,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Kreis Wesel,Kreis Wesel,norm_lobbyregister_eintrag_2022-09-19_#0015953,
"""""",lobbyregister_client,lobbyregister,2022-04-05,KRY | DMS Digital Medical Supply Germany,KRY | DMS Digital Medical Supply Germany,norm_lobbyregister_eintrag_2022-09-19_#0015969,
"""""",lobbyregister_client,lobbyregister,2022-09-07,KRY | DMS Digital Medical Supply Germany GmbH,KRY | DMS Digital Medical Supply Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015970,
"""""",lobbyregister_client,lobbyregister,2022-08-31,KSP Kanzlei Dr. Seegers,KSP Kanzlei Dr. Seegers,norm_lobbyregister_eintrag_2022-09-19_#0015975,
"""""",lobbyregister_client,lobbyregister,2022-02-23,Kunststoffrohrverband e.V.,Kunststoffrohrverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0016035,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Kyowa Kirin GmbH,Kyowa Kirin GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016073,
"""""",lobbyregister_client,lobbyregister,2022-04-26,L`Osteria SE,L`Osteria SE,norm_lobbyregister_eintrag_2022-09-19_#0016076,
"""""",lobbyregister_client,lobbyregister,2022-09-14,L'Oreal Deutschland GmbH,L'Oreal Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016077,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Laboratoire HRA Pharma,Laboratoire HRA Pharma,norm_lobbyregister_eintrag_2022-09-19_#0016081,
"""""",lobbyregister_client,lobbyregister,2022-03-17,Landbell,Landbell,norm_lobbyregister_eintrag_2022-09-19_#0016119,
"""""",lobbyregister_client,lobbyregister,2022-02-26,Land Brandenburg Lotto GmbH,Land Brandenburg Lotto GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016126,
"""""",lobbyregister_client,lobbyregister,2022-06-14,Landesstelle Baden-Württemberg,Landesstelle Baden-Württemberg,norm_lobbyregister_eintrag_2022-09-19_#0016273,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Landwärme GmbH,Landwärme GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016620,
"""""",lobbyregister_client,lobbyregister,2022-05-17,LanzaTech UK Ltd.,LanzaTech UK Ltd.,norm_lobbyregister_eintrag_2022-09-19_#0016644,
"""""",lobbyregister_client,lobbyregister,2022-03-04,Lausitz Energie Kraftwerke AG,Lausitz Energie Kraftwerke AG,norm_a_watch_organisation_2022-09-19_#0016667,
"""""",lobbyregister_client,lobbyregister,2022-06-02,LBD-Beratungsgesellschaft mbH,LBD-Beratungsgesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0016678,
"""""",lobbyregister_client,lobbyregister,2022-06-02,LCC,LCC,norm_lobbyregister_eintrag_2022-09-19_#0016683,
"""""",lobbyregister_client,lobbyregister,2022-09-05,Lee Hecht Harrison Deutschland GmbH (Teil der Adecco Group),Lee Hecht Harrison Deutschland GmbH (Teil der Adecco Group),norm_lobbyregister_eintrag_2022-09-19_#0016719,
"""""",lobbyregister_client,lobbyregister,2022-07-25,LEG Immobilien SE,LEG Immobilien SE,norm_lobbyregister_eintrag_2022-09-19_#0016725,
"""""",lobbyregister_client,lobbyregister,2022-06-21,Leica-Geosystems AG,Leica-Geosystems AG,norm_lobbyregister_eintrag_2022-09-19_#0016747,
"""""",lobbyregister_client,lobbyregister,2022-04-29,LEW TelNet GmbH,LEW TelNet GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016790,
"""""",lobbyregister_client,lobbyregister,2022-07-07,LEW Verteilnetz GmbH,LEW Verteilnetz GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016791,
"""""",lobbyregister_client,lobbyregister,2022-04-29,LEW Wasserkraft GmbH,LEW Wasserkraft GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016792,
"""""",lobbyregister_client,lobbyregister,2022-03-17,LHYFE,LHYFE,norm_lobbyregister_eintrag_2022-09-19_#0016797,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Lichtblick SE,Lichtblick SE,norm_lobbyregister_eintrag_2022-09-19_#0016805,
"""""",lobbyregister_client,lobbyregister,2022-07-04,Lidl Dienstleistung GmbH & Co. KG,Lidl Dienstleistung GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0016810,
"""""",lobbyregister_client,lobbyregister,2022-09-14,Lidl Stiftung & Co. KG,Lidl Stiftung & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0016811,
"""""",lobbyregister_client,lobbyregister,2022-06-29,Lilly Deutschland GmbH,Lilly Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016829,
"""""",lobbyregister_client,lobbyregister,2022-08-09,LimeBike Germany GmbH,LimeBike Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016831,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Lineas NV,Lineas NV,norm_lobbyregister_eintrag_2022-09-19_#0016833,
"""""",lobbyregister_client,lobbyregister,2022-08-24,LinkedIn Germany GmbH,LinkedIn Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016834,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Liqvis GmbH,Liqvis GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016839,
"""""",lobbyregister_client,lobbyregister,2022-02-17,Litef GmbH,Litef GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016845,
"""""",lobbyregister_client,lobbyregister,2022-08-23,Livinguard,Livinguard,norm_lobbyregister_eintrag_2022-09-19_#0016857,
"""""",lobbyregister_client,lobbyregister,2022-07-06,LLC,LLC,norm_lobbyregister_eintrag_2022-09-19_#0016859,
"""""",lobbyregister_client,lobbyregister,2022-04-01,Lockheed Martin Aeronautics Company,Lockheed Martin Aeronautics Company,norm_lobbyregister_eintrag_2022-09-19_#0016877,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Lockheed Martin Overseas Services Corporation,Lockheed Martin Overseas Services Corporation,norm_lobbyregister_eintrag_2022-09-19_#0016878,
"""""",lobbyregister_client,lobbyregister,2022-06-20,LOGO Deutschland e.V. Selbständige in der Logopädie,LOGO Deutschland e.V. Selbständige in der Logopädie,norm_lobbyregister_eintrag_2022-09-19_#0016898,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Lokomotion Gesellschaft für Schienentraktion,Lokomotion Gesellschaft für Schienentraktion,norm_lobbyregister_eintrag_2022-09-19_#0016907,
"""""",lobbyregister_client,lobbyregister,2022-02-26,Lotto Hamburg GmbH,LOTTO Hamburg GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016915,
"""""",lobbyregister_client,lobbyregister,2022-02-26,Lotto Hessen GmbH,Lotto Hessen GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016917,
"""""",lobbyregister_client,lobbyregister,2022-02-26,Lotto Rheinland-Pfalz GmbH,Lotto Rheinland-Pfalz GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016918,
"""""",lobbyregister_client,lobbyregister,2022-02-26,Lotto-Toto GmbH Sachsen-Anhalt,Lotto-Toto GmbH Sachsen-Anhalt,norm_lobbyregister_eintrag_2022-09-19_#0016920,
"""""",lobbyregister_client,lobbyregister,2022-03-11,Löwer Consulting,Löwer Consulting,norm_lobbyregister_eintrag_2022-09-19_#0016926,
"""""",lobbyregister_client,lobbyregister,2022-03-22,Ltd.,Ltd.,norm_lobbyregister_eintrag_2022-09-19_#0016933,
"""""",lobbyregister_client,lobbyregister,2022-05-25,Lufthansa City Center Reisebüropartner GmbH,Lufthansa City Center Reisebüropartner GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016949,
"""""",lobbyregister_client,lobbyregister,2022-07-29,Lysoform Dr. Hans Rosemann GmbH,Lysoform Dr. Hans Rosemann GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016985,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Mabanaft GmbH & Co. KG,Mabanaft GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0016993,
"""""",lobbyregister_client,lobbyregister,2022-05-17,MACH AG,MACH AG,norm_lobbyregister_eintrag_2022-09-19_#0016995,
"""""",lobbyregister_client,lobbyregister,2022-02-22,MacroArray Diagnostics GmbH,MacroArray Diagnostics GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017000,
"""""",lobbyregister_client,lobbyregister,2022-05-09,MAHLE GmbH,MAHLE GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017012,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Mainova AG,Mainova AG,norm_lobbyregister_eintrag_2022-09-19_#0017017,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Mann+Hummel International GmbH & Co.KG,Mann+Hummel International GmbH & Co.KG,norm_lobbyregister_eintrag_2022-09-19_#0017036,
"""""",lobbyregister_client,lobbyregister,2022-07-22,Marconi Group Management International Ltd.,Marconi Group Management International Ltd.,norm_lobbyregister_eintrag_2022-09-19_#0017055,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Maria Clementine Martin Klosterfrau Vertriebsgesellschaft mbH,Maria Clementine Martin Klosterfrau Vertriebsgesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0017062,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Maritime Plattform e.V.,Maritime Plattform e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017073,
"""""",lobbyregister_client,lobbyregister,2022-02-27,Maritimes Hauptstadtforum (MHF),Maritimes Hauptstadtforum (MHF),norm_lobbyregister_eintrag_2022-09-19_#0017082,
"""""",lobbyregister_client,lobbyregister,2022-05-03,Markant Handels- und Industriewarenvermittlungs,Markant Handels- und Industriewarenvermittlungs,norm_lobbyregister_eintrag_2022-09-19_#0017083,
"""""",lobbyregister_client,lobbyregister,2022-05-31,Marketing Verein Deutscher Apotheker e. V.,Marketing Verein Deutscher Apotheker e. V.,norm_lobbyregister_eintrag_2022-09-19_#0017100,
"""""",lobbyregister_client,lobbyregister,2022-05-17,Märkische Geflügelhof-Spezialitäten GmbH,Märkische Geflügelhof-Spezialitäten GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017104,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Marquard & Bahls AG,Marquard & Bahls AG,norm_lobbyregister_eintrag_2022-09-19_#0017118,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Mars GmbH,Mars GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017120,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Marvel Fusion GmbH,Marvel Fusion GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017131,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Mastercard Europe SA,Mastercard Europe SA,norm_lobbyregister_eintrag_2022-09-19_#0017141,
"""""",lobbyregister_client,lobbyregister,2022-07-06,Match Group Holdings I,Match Group Holdings I,norm_lobbyregister_eintrag_2022-09-19_#0017144,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Mazars GmbH & Co. KG,Mazars GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0017184,
"""""",lobbyregister_client,lobbyregister,2022-04-04,McDonald`s Deutschland LLC,McDonald`s Deutschland LLC,norm_lobbyregister_eintrag_2022-09-19_#0017193,
"""""",lobbyregister_client,lobbyregister,2022-02-28,McDonald´s Promotions GmbH & Co. KG Werbegesellschaft Deutschland,McDonald´s Promotions GmbH & Co. KG Werbegesellschaft Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0017195,
"""""",lobbyregister_client,lobbyregister,2022-09-15,McMakler GmbH,McMakler GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017198,
"""""",lobbyregister_client,lobbyregister,2022-03-24,medac GmbH,medac GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017209,
"""""",lobbyregister_client,lobbyregister,2022-03-02,MEDA Pharma GmbH & Co. KG (A Viatris Company),MEDA Pharma GmbH & Co. KG (A Viatris Company),norm_lobbyregister_eintrag_2022-09-19_#0017211,
"""""",lobbyregister_client,lobbyregister,2022-07-29,Medios AG,Medios AG,norm_lobbyregister_eintrag_2022-09-19_#0017245,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Medtronic GmbH,Medtronic GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017260,
"""""",lobbyregister_client,lobbyregister,2022-04-21,Meine Radiologie Holding GmbH,Meine Radiologie Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017272,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Merck Healthcare Germany GmbH,Merck Healthcare Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017302,
"""""",lobbyregister_client,lobbyregister,2022-05-31,MetaForum - Innovation für mehr Gesundheit e.V.,MetaForum - Innovation für mehr Gesundheit e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017318,
"""""",lobbyregister_client,lobbyregister,2022-04-29,Meta Platforms Ireland Limited,Meta Platforms Ireland Limited,norm_lobbyregister_eintrag_2022-09-19_#0017325,
"""""",lobbyregister_client,lobbyregister,2022-09-05,Metrc LLC,Metrc LLC,norm_lobbyregister_eintrag_2022-09-19_#0017327,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Metsä Tissue OYJ,Metsä Tissue OYJ,norm_lobbyregister_eintrag_2022-09-19_#0017338,
"""""",lobbyregister_client,lobbyregister,2022-06-02,MEW Mittelständische Energiewirtschaft Deutschland e.V.,MEW Mittelständische Energiewirtschaft Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017344,
"""""",lobbyregister_client,lobbyregister,2022-02-17,Mexacare GmbH,Mexacare GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017345,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Meyer Burger Technology AG,Meyer Burger Technology AG,norm_lobbyregister_eintrag_2022-09-19_#0017346,
"""""",lobbyregister_client,lobbyregister,2022-07-01,Microsoft Corporation,Microsoft Corporation,norm_lobbyregister_eintrag_2022-09-19_#0017372,
"""""",lobbyregister_client,lobbyregister,2022-04-05,Microsoft Deutschland,Microsoft Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0017373,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Microsoft Deutschland GmbH,Microsoft Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017374,
"""""",lobbyregister_client,lobbyregister,2022-06-15,Milchindustrie-Verband e. V.,Milchindustrie-Verband e. V.,norm_lobbyregister_eintrag_2022-09-19_#0017392,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Mitsubishi International GmbH,Mitsubishi International GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017526,
"""""",lobbyregister_client,lobbyregister,2022-08-31,MKH Greenergy Cert GmbH,MKH Greenergy Cert GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017560,
"""""",lobbyregister_client,lobbyregister,2022-02-23,MLP Finanzberatung SE,MLP Finanzberatung SE,norm_lobbyregister_eintrag_2022-09-19_#0017565,
"""""",lobbyregister_client,lobbyregister,2022-08-31,Mobexo GmbH,Mobexo GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017571,
"""""",lobbyregister_client,lobbyregister,2022-05-10,Moderna Germany GmbH,Moderna Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017589,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Molabo GmbH,Molabo GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017600,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Morgan Stanley Europe SE,Morgan Stanley Europe SE,norm_lobbyregister_eintrag_2022-09-19_#0017613,
"""""",lobbyregister_client,lobbyregister,2022-07-08,Motion Picture Association EMEA,Motion Picture Association EMEA,norm_lobbyregister_eintrag_2022-09-19_#0017624,
"""""",lobbyregister_client,lobbyregister,2022-04-08,Motorola Solutions Germany GmbH,Motorola Solutions Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017626,
"""""",lobbyregister_client,lobbyregister,2022-06-02,MPG Mendener Präzisionsrohr GmbH,MPG Mendener Präzisionsrohr GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017639,
"""""",lobbyregister_client,lobbyregister,2022-09-14,MSD Sharp & Dohme GmbH,MSD Sharp & Dohme GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017640,
"""""",lobbyregister_client,lobbyregister,2022-08-26,MT Aerospace AG,MT Aerospace AG,norm_lobbyregister_eintrag_2022-09-19_#0017647,
"""""",lobbyregister_client,lobbyregister,2022-03-09,München,München,norm_lobbyregister_eintrag_2022-09-19_#0017664,
"""""",lobbyregister_client,lobbyregister,2022-06-02,MVP Management GmbH,MVP Management GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017708,
"""""",lobbyregister_client,lobbyregister,2022-06-02,MVV Energie AG,MVV Energie AG,norm_a_watch_organisation_2022-09-19_#0017709,
"""""",lobbyregister_client,lobbyregister,2022-03-03,MVV Netze GmbH,MVV Netze GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017711,
"""""",lobbyregister_client,lobbyregister,2022-03-02,Mylan Healthcare GmbH (A Viatris Company),Mylan Healthcare GmbH (A Viatris Company),norm_lobbyregister_eintrag_2022-09-19_#0017717,
"""""",lobbyregister_client,lobbyregister,2022-02-01,Mynaric AG / Mynaric Lasercom GmbH,Mynaric AG / Mynaric Lasercom GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017718,
"""""",lobbyregister_client,lobbyregister,2022-02-10,Myriad International GmbH,Myriad International GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017719,
"""""",lobbyregister_client,lobbyregister,2022-02-10,Myriad Service GmbH,Myriad Service GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017720,
"""""",lobbyregister_client,lobbyregister,2022-06-23,NABU Mecklenburg-Vorpommern,NABU Mecklenburg-Vorpommern,norm_lobbyregister_eintrag_2022-09-19_#0017726,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Naturschutzbund Deutschland e.V.,Naturschutzbund Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017893,
"""""",lobbyregister_client,lobbyregister,2022-05-31,navos - Public Dialogue Consultants GmbH,navos - Public Dialogue Consultants GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017913,
"""""",lobbyregister_client,lobbyregister,2022-02-27,NBC Universal International Ltd.,NBC Universal International Ltd.,norm_lobbyregister_eintrag_2022-09-19_#0017920,
"""""",lobbyregister_client,lobbyregister,2022-09-02,NCP engineering,NCP engineering,norm_lobbyregister_eintrag_2022-09-19_#0017923,
"""""",lobbyregister_client,lobbyregister,2022-09-13,Nect GmbH,Nect GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017932,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Neste Germany GmbH,Neste Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017953,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Nestlé Deutschland AG,Nestlé Deutschland AG,norm_a_watch_organisation_2022-09-19_#0017954,
"""""",lobbyregister_client,lobbyregister,2022-03-22,Netflix Services Germany GmbH,Netflix Services Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017955,
"""""",lobbyregister_client,lobbyregister,2022-02-25,Netzwerk der Spargel und Beerenverbände e.V,Netzwerk der Spargel- und Beerenverbände e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017991,
"""""",lobbyregister_client,lobbyregister,2022-08-02,Netzwerk Flexperten - meta-i.d. Ökologische innovation GmbH,Netzwerk Flexperten - meta-i.d. Ökologische innovation GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018010,
"""""",lobbyregister_client,lobbyregister,2022-04-21,Netzwerk für Demokratie und Courage,Netzwerk für Demokratie und Courage,norm_lobbyregister_eintrag_2022-09-19_#0018017,
"""""",lobbyregister_client,lobbyregister,2022-09-05,Netzwerk Public Affairs e.V.,Netzwerk Public Affairs e.V.,norm_lobbyregister_eintrag_2022-09-19_#0018058,
"""""",lobbyregister_client,lobbyregister,2022-08-16,NeuConnect Britain Ltd.,NeuConnect Britain Ltd.,norm_lobbyregister_eintrag_2022-09-19_#0018089,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Neuman & Esser Verwaltungs- und Beteiligungsgesellschaft mbH,Neuman & Esser Verwaltungs- und Beteiligungsgesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0018104,
"""""",lobbyregister_client,lobbyregister,2022-09-13,Nexperia Germany GmbH,Nexperia Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018118,
