graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_auftraggeber_anzahl
"""""",lobbyregister_client,lobbyregister,2022-06-02,Energy and Climate Policy and Innovation Council e.V.,Energy and Climate Policy and Innovation Council e.V.,norm_lobbyregister_eintrag_2022-09-19_#0009424,
"""""",lobbyregister_client,lobbyregister,2022-09-07,EnergyNest GmbH,EnergyNest GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009425,
"""""",lobbyregister_client,lobbyregister,2022-03-17,Energy Watch Group / Global Eco Transition gGmbH,Energy Watch Group / Global Eco Transition gGmbH,norm_lobbyregister_eintrag_2022-09-19_#0009429,
"""""",lobbyregister_client,lobbyregister,2022-06-02,ENERTRAG AG,ENERTRAG AG,norm_lobbyregister_eintrag_2022-09-19_#0009432,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Engie Energy Managment Solutions GmbH,Engie Energy Managment Solutions GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009464,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Ennepe-Ruhr-Kreis,Ennepe-Ruhr-Kreis,norm_lobbyregister_eintrag_2022-09-19_#0009466,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Enovos Energie Deutschland GmbH,Enovos Energie Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009469,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Entain Corporate Services Limited,Entain Corporate Services Limited,norm_lobbyregister_eintrag_2022-09-19_#0009472,
"""""",lobbyregister_client,lobbyregister,2022-03-31,ENTEGA AG,ENTEGA AG,norm_lobbyregister_eintrag_2022-09-19_#0009474,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Enterprise Autovermietung Deutschland B.V. & CO. KG,Enterprise Autovermietung Deutschland B.V. & CO. KG,norm_lobbyregister_eintrag_2022-09-19_#0009476,
"""""",lobbyregister_client,lobbyregister,2022-03-16,ENTRAK GmbH,ENTRAK GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009478,
"""""",lobbyregister_client,lobbyregister,2022-09-02,enua Pharma GmbH,enua Pharma GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009502,
"""""",lobbyregister_client,lobbyregister,2022-07-07,envia Mitteldeutsche Energie AG,envia Mitteldeutsche Energie AG,norm_lobbyregister_eintrag_2022-09-19_#0009504,
"""""",lobbyregister_client,lobbyregister,2022-06-02,EnviTec Biogas AG,EnviTec Biogas AG,norm_lobbyregister_eintrag_2022-09-19_#0009510,
"""""",lobbyregister_client,lobbyregister,2022-09-05,EQT X Investments S.à r.l.,EQT X Investments S.à r.l.,norm_lobbyregister_eintrag_2022-09-19_#0009533,
"""""",lobbyregister_client,lobbyregister,2022-07-12,Equinor ASA,Equinor ASA,norm_lobbyregister_eintrag_2022-09-19_#0009535,
"""""",lobbyregister_client,lobbyregister,2022-06-02,erdgas schwaben GmbH,erdgas schwaben gmbh,norm_lobbyregister_eintrag_2022-09-19_#0009548,
"""""",lobbyregister_client,lobbyregister,2022-09-14,ERG,ERG,norm_lobbyregister_eintrag_2022-09-19_#0009566,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft,Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft,norm_a_watch_organisation_2022-09-19_#0009600,
"""""",lobbyregister_client,lobbyregister,2022-08-31,ESFORIN SE,ESFORIN SE,norm_lobbyregister_eintrag_2022-09-19_#0009625,
"""""",lobbyregister_client,lobbyregister,2022-06-30,Essity Germany GmbH,Essity Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009642,
"""""",lobbyregister_client,lobbyregister,2022-08-31,ETW Energietechnik GmbH,ETW Energietechnik GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009673,
"""""",lobbyregister_client,lobbyregister,2022-03-03,eurocom e.V.,eurocom e.V.,norm_lobbyregister_eintrag_2022-09-19_#0009768,
"""""",lobbyregister_client,lobbyregister,2022-02-22,EUROIMMUN Medizinische Labordiagnostika AG,EUROIMMUN Medizinische Labordiagnostika AG,norm_lobbyregister_eintrag_2022-09-19_#0009788,
"""""",lobbyregister_client,lobbyregister,2022-08-15,EURO Kartensysteme GmbH,EURO Kartensysteme GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009790,
"""""",lobbyregister_client,lobbyregister,2022-07-11,Europäische Feuerstätten Arbeitsgemeinschaft e. V.,Europäische Feuerstätten Arbeitsgemeinschaft e. V.,norm_lobbyregister_eintrag_2022-09-19_#0009847,
"""""",lobbyregister_client,lobbyregister,2022-07-01,European Commodity Clearing AG,European Commodity Clearing AG,norm_lobbyregister_eintrag_2022-09-19_#0010100,
"""""",lobbyregister_client,lobbyregister,2022-09-14,European Diversified Infrastructure Fund III SCSp,European Diversified Infrastructure Fund III SCSp,norm_lobbyregister_eintrag_2022-09-19_#0010129,
"""""",lobbyregister_client,lobbyregister,2022-06-02,European Energy Exchange AG,European Energy Exchange AG,norm_lobbyregister_eintrag_2022-09-19_#0010132,
"""""",lobbyregister_client,lobbyregister,2022-08-25,Eurox Pharma,Eurox Pharma,norm_lobbyregister_eintrag_2022-09-19_#0010415,
"""""",lobbyregister_client,lobbyregister,2022-09-01,EUTOP Brussels SRL (EUTOP),EUTOP Brussels SRL (EUTOP),norm_lobbyregister_eintrag_2022-09-19_#0010424,
"""""",lobbyregister_client,lobbyregister,2022-03-03,EUTOP Europe,EUTOP Europe,norm_lobbyregister_eintrag_2022-09-19_#0010425,
"""""",lobbyregister_client,lobbyregister,2022-02-28,EUTOP Europe GmbH,EUTOP Europe GmbH (EUTOP),norm_lobbyregister_eintrag_2022-09-19_#0010426,
"""""",lobbyregister_client,lobbyregister,2022-03-20,Eutop Europe GmbH,EUTOP Europe GmbH (EUTOP),norm_lobbyregister_eintrag_2022-09-19_#0010426,
"""""",lobbyregister_client,lobbyregister,2022-02-23,EUTOP Europe GmbH,EUTOP Europe GmbH (EUTOP),norm_lobbyregister_eintrag_2022-09-19_#0010426,
"""""",lobbyregister_client,lobbyregister,2022-09-13,EUTOP Europe GmbH (EUTOP),EUTOP Europe GmbH (EUTOP),norm_lobbyregister_eintrag_2022-09-19_#0010426,
"""""",lobbyregister_client,lobbyregister,2022-09-01,EUTOP International GmbH (EUTOP),EUTOP International GmbH (EUTOP),norm_lobbyregister_eintrag_2022-09-19_#0010427,
"""""",lobbyregister_client,lobbyregister,2022-07-18,EUWAX AG,EUWAX AG,norm_lobbyregister_eintrag_2022-09-19_#0010432,
"""""",lobbyregister_client,lobbyregister,2022-07-04,Evangelische Bank eG,Evangelische Bank eG,norm_lobbyregister_eintrag_2022-09-19_#0010447,
"""""",lobbyregister_client,lobbyregister,2022-01-28,Evangelische Landeskirche in Baden,Evangelische Landeskirche in Baden,norm_lobbyregister_eintrag_2022-09-19_#0010461,
"""""",lobbyregister_client,lobbyregister,2022-03-04,Evangelischer Verbund Ruhr gGmbH,Evangelischer Verbund Ruhr gGmbH,norm_lobbyregister_eintrag_2022-09-19_#0010473,
"""""",lobbyregister_client,lobbyregister,2022-05-23,Evonik Industries AG,Evonik Industries AG,norm_lobbypedia_parteispenden_2022-09-19_#0010499,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Evonik Operations GmbH,Evonik Operations GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010500,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Evonik Resource Efficiency GmbH,Evonik Resource Efficiency GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010501,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Expedia,Expedia,norm_lobbyregister_eintrag_2022-09-19_#0010527,
"""""",lobbyregister_client,lobbyregister,2022-02-27,Exposure- und Dialogprogramme e.V.,Exposure- und Dialogprogramme e.V.,norm_lobbyregister_eintrag_2022-09-19_#0010546,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Extantia Capital Management GmbH,Extantia Capital Management GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010547,
"""""",lobbyregister_client,lobbyregister,2022-06-02,ExxonMobil Central Europe Holding GmbH,ExxonMobil Central Europe Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010551,
"""""",lobbyregister_client,lobbyregister,2022-03-16,Fa. Contec GmbH,Fa. Contec GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010560,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Facebook Germany GmbH,Facebook Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010565,
"""""",lobbyregister_client,lobbyregister,2022-08-03,FACE - the Federation of Aluminium Consumers in Europe,FACE - the Federation of Aluminium Consumers in Europe,norm_lobbyregister_eintrag_2022-09-19_#0010567,
"""""",lobbyregister_client,lobbyregister,2022-04-26,Fachverband Biogas e.V.,Fachverband Biogas e.V.,norm_lobbyregister_eintrag_2022-09-19_#0010608,
"""""",lobbyregister_client,lobbyregister,2022-07-11,Fachverband Schornsteintechnik,Fachverband Schornsteintechnik,norm_lobbyregister_eintrag_2022-09-19_#0010653,
"""""",lobbyregister_client,lobbyregister,2022-09-13,Familienbetriebe Land und Forst e.V.,Familienbetriebe Land und Forst e.V.,norm_lobbypedia_parteispenden_2022-09-19_#0010711,
"""""",lobbyregister_client,lobbyregister,2022-02-23,FedEx Express Deutschland GmbH,FedEx Express Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010780,
"""""",lobbyregister_client,lobbyregister,2022-09-01,Ferrero Deutschland GmbH,Ferrero Deutschland GmbH,norm_lobbypedia_parteispenden_2022-09-19_#0010812,
"""""",lobbyregister_client,lobbyregister,2022-07-29,Ferring Arzneimittel GmbH,Ferring Arzneimittel GmbH,norm_lobbypedia_parteispenden_2022-09-19_#0010813,
"""""",lobbyregister_client,lobbyregister,2022-05-06,Festspielhaus Management GmbH,Festspielhaus Management GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010826,
"""""",lobbyregister_client,lobbyregister,2022-07-28,Feuersozietät Berlin Brandenburg Versicherung Aktiengesellschaft,Feuersozietät Berlin Brandenburg Versicherung Aktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0010830,
"""""",lobbyregister_client,lobbyregister,2022-07-04,FFG Flensburger Fahrzeugbau Gesellschaft mbH,FFG Flensburger Fahrzeugbau Gesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0010836,
"""""",lobbyregister_client,lobbyregister,2022-09-01,Fieldstone GmbH,Fieldstone GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010868,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Figawa Bundesvereinigung der Firmen im Gas- und Wasserfach e.V.,Figawa Bundesvereinigung der Firmen im Gas- und Wasserfach e.V.,norm_lobbyregister_eintrag_2022-09-19_#0010870,
"""""",lobbyregister_client,lobbyregister,2022-09-16,figawa - Bundesvereinigung der Firmen im Gas- und Wasserfach e.V.,figawa - Bundesvereinigung der Firmen im Gas- und Wasserfach e.V.,norm_lobbyregister_eintrag_2022-09-19_#0010871,
"""""",lobbyregister_client,lobbyregister,2022-06-29,FIPRA Deutschland GmbH,FIPRA Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010909,
"""""",lobbyregister_client,lobbyregister,2022-03-02,FitX Deutschland GmbH,FitX Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010921,
"""""",lobbyregister_client,lobbyregister,2022-04-27,FL(EX)PERTEN (meta-i.d. Ökologische Innovation GmbH),FL(EX)PERTEN (meta-i.d. Ökologische Innovation GmbH),norm_lobbyregister_eintrag_2022-09-19_#0010931,
"""""",lobbyregister_client,lobbyregister,2022-05-17,Fläminger Entenspezialitäten GmbH & Co. KG,Fläminger Entenspezialitäten GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0010932,
"""""",lobbyregister_client,lobbyregister,2022-09-05,Flightright GmbH,Flightright GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010939,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Fluxys TENP GmbH,Fluxys TENP GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010970,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Fortum Deutschland SE,Fortum Deutschland SE,norm_lobbyregister_eintrag_2022-09-19_#0011323,
"""""",lobbyregister_client,lobbyregister,2022-03-02,Fortum Oyj,Fortum Oyj,norm_lobbyregister_eintrag_2022-09-19_#0011324,
"""""",lobbyregister_client,lobbyregister,2022-06-23,Forum Getränkedose,Forum Getränkedose,norm_lobbyregister_eintrag_2022-09-19_#0011374,
"""""",lobbyregister_client,lobbyregister,2022-06-14,Forum Luft- und Raumfahrt Baden-Württemberg e.V.,Forum Luft- und Raumfahrt Baden-Württemberg e.V.,norm_lobbyregister_eintrag_2022-09-19_#0011386,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Forum Ökologisch-Soziale Marktwirtschaft (FÖS) e.V.,Forum Ökologisch-Soziale Marktwirtschaft (FÖS) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0011434,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Forum Zahn- und Mundgesundheit Deutschland,Forum Zahn- und Mundgesundheit Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0011465,
"""""",lobbyregister_client,lobbyregister,2022-09-13,Foundation for Innovative New Diagnostics (FIND),Foundation for Innovative New Diagnostics (FIND),norm_lobbyregister_eintrag_2022-09-19_#0011479,
"""""",lobbyregister_client,lobbyregister,2022-04-13,FPE e.V.,FPE e.V.,norm_lobbyregister_eintrag_2022-09-19_#0011486,
"""""",lobbyregister_client,lobbyregister,2022-07-11,Frankfurt Main Finance e.V.,Frankfurt Main Finance e.V.,norm_lobbyregister_eintrag_2022-09-19_#0011502,
"""""",lobbyregister_client,lobbyregister,2022-05-29,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,norm_lobbyregister_eintrag_2022-09-19_#0011534,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Fraunhofer-Gesellschaft zur Förderung der angewandten  Forschung e.V.,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.,norm_a_watch_organisation_2022-09-19_#0011533,
"""""",lobbyregister_client,lobbyregister,2022-02-24,Fresenius Kabi AG,Fresenius Kabi AG,norm_lobbyregister_eintrag_2022-09-19_#0011600,
"""""",lobbyregister_client,lobbyregister,2022-02-24,Fresenius Medical Care AG & Co. KGaA,Fresenius Medical Care AG & Co. KGaA,norm_lobbyregister_eintrag_2022-09-19_#0011602,
"""""",lobbyregister_client,lobbyregister,2022-05-31,Fresenius SE & Co. KGaA,Fresenius SE & Co. KGaA,norm_lobbyregister_eintrag_2022-09-19_#0011603,
"""""",lobbyregister_client,lobbyregister,2022-09-16,FriedensBrot e. V.,FriedensBrot e. V.,norm_lobbyregister_eintrag_2022-09-19_#0011658,
"""""",lobbyregister_client,lobbyregister,2022-02-25,FSD Fahrzeugsystemdaten GmbH,FSD Fahrzeugsystemdaten GmbH,norm_lobbyregister_eintrag_2022-09-19_#0011721,
"""""",lobbyregister_client,lobbyregister,2022-09-13,Future Advocacy,Future Advocacy,norm_lobbyregister_eintrag_2022-09-19_#0011767,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Future Cleantech Architects gGmbh,Future Cleantech Architects gGmbh,norm_lobbyregister_eintrag_2022-09-19_#0011768,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Future Energy Ventures Management GmbH,Future Energy Ventures Management GmbH,norm_lobbyregister_eintrag_2022-09-19_#0011771,
"""""",lobbyregister_client,lobbyregister,2022-09-14,Future of Life Institute,Future of Life Institute,norm_lobbyregister_eintrag_2022-09-19_#0011773,
"""""",lobbyregister_client,lobbyregister,2022-06-30,FVED e.V.,FVED e.V.,norm_lobbyregister_eintrag_2022-09-19_#0011782,
"""""",lobbyregister_client,lobbyregister,2022-06-14,G+E GETEC Holding GmbH,G+E GETEC Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0011795,
"""""",lobbyregister_client,lobbyregister,2022-03-09,GA Europe,GA Europe,norm_lobbyregister_eintrag_2022-09-19_#0011803,
"""""",lobbyregister_client,lobbyregister,2022-08-23,Galapagos NV,Galapagos NV,norm_lobbyregister_eintrag_2022-09-19_#0011818,
"""""",lobbyregister_client,lobbyregister,2022-05-17,Gardena Deutschland GmbH,Gardena Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0011831,
"""""",lobbyregister_client,lobbyregister,2022-09-13,GARDENA GmbH,GARDENA GmbH,norm_lobbyregister_eintrag_2022-09-19_#0011832,
"""""",lobbyregister_client,lobbyregister,2022-08-03,Garrett Motion Sarl,Garrett Motion Sarl,norm_lobbyregister_eintrag_2022-09-19_#0011834,
"""""",lobbyregister_client,lobbyregister,2022-06-02,GASAG AG,GASAG AG,norm_lobbyregister_eintrag_2022-09-19_#0011837,
"""""",lobbyregister_client,lobbyregister,2022-08-31,Gasfin Development S.A.,Gasfin Development S.A.,norm_lobbyregister_eintrag_2022-09-19_#0011839,
"""""",lobbyregister_client,lobbyregister,2022-09-14,Gas Transmission System Operator of Ukraine (LLC “Gas TSO of Ukraine”),Gas Transmission System Operator of Ukraine (LLC “Gas TSO of Ukraine”),norm_lobbyregister_eintrag_2022-09-19_#0011845,
"""""",lobbyregister_client,lobbyregister,2022-07-20,Gate Gourmet Switzerland GmbH,Gate Gourmet Switzerland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0011850,
"""""",lobbyregister_client,lobbyregister,2022-06-30,Gauly Advisors GmbH Unternehmensberatung für Strategie & Kommunikation,Gauly Advisors GmbH Unternehmensberatung für Strategie & Kommunikation,norm_lobbyregister_eintrag_2022-09-19_#0011853,
"""""",lobbyregister_client,lobbyregister,2022-05-17,Gebr. Eickhoff Maschinenfabrik u. Eisengießerei GmbH,Gebr. Eickhoff Maschinenfabrik u. Eisengießerei GmbH,norm_lobbyregister_eintrag_2022-09-19_#0011917,
"""""",lobbyregister_client,lobbyregister,2022-05-17,Geestland Putenspezialitäten GmbH & Co. KG,Geestland Putenspezialitäten GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0011930,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Gegenbauer Holding SE & Co. KG,Gegenbauer Holding SE & Co. KG,norm_lobbypedia_parteispenden_2022-09-19_#0011941,
"""""",lobbyregister_client,lobbyregister,2022-02-25,General Dynamics European Land Systems - Bridge Systems GmbH,General Dynamics European Land Systems - Bridge Systems GmbH,norm_lobbyregister_eintrag_2022-09-19_#0012068,
"""""",lobbyregister_client,lobbyregister,2022-08-29,General Dynamics European Land Systems - FWW GmbH,General Dynamics European Land Systems - FWW GmbH,norm_lobbyregister_eintrag_2022-09-19_#0012071,
"""""",lobbyregister_client,lobbyregister,2022-08-29,General Dynamics European Land Systems - Mowag GmbH,General Dynamics European Land Systems - Mowag GmbH,norm_lobbyregister_eintrag_2022-09-19_#0012072,
"""""",lobbyregister_client,lobbyregister,2022-09-07,General Electric (Switzerland) GmbH,General Electric (Switzerland) GmbH,norm_lobbyregister_eintrag_2022-09-19_#0012073,
"""""",lobbyregister_client,lobbyregister,2022-09-13,Generali Deutschland AG,Generali Deutschland AG,norm_lobbyregister_eintrag_2022-09-19_#0012075,
"""""",lobbyregister_client,lobbyregister,2022-08-05,GEODE AISBL,GEODE AISBL,norm_lobbyregister_eintrag_2022-09-19_#0012100,
"""""",lobbyregister_client,lobbyregister,2022-08-05,GEODE Deutschland e.V,GEODE Deutschland e.V,norm_lobbyregister_eintrag_2022-09-19_#0012101,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Georgsmarienhütte Holding GmbH,Georgsmarienhütte Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0012111,
"""""",lobbyregister_client,lobbyregister,2022-09-16,German Branch,German Branch,norm_lobbyregister_eintrag_2022-09-19_#0012137,
"""""",lobbyregister_client,lobbyregister,2022-02-17,German Council of Shopping Places e.V.,German Council of Shopping Places e.V.,norm_lobbyregister_eintrag_2022-09-19_#0012143,
"""""",lobbyregister_client,lobbyregister,2022-08-26,German Offshore Spaceport Alliance GmbH,German Offshore Spaceport Alliance GmbH,norm_lobbyregister_eintrag_2022-09-19_#0012171,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Germany Trade and Invest - Gesellschaft für Außenwirtschaft und Standortmarketing mbH,Germany Trade and Invest - Gesellschaft für Außenwirtschaft und Standortmarketing mbH,norm_a_watch_organisation_2022-09-19_#0012197,
"""""",lobbyregister_client,lobbyregister,2022-03-01,Gesamtkonferenz Deutscher Heilpraktikerverbände und Fachgesellschaften,Gesamtkonferenz Deutscher Heilpraktikerverbände und Fachgesellschaften,norm_lobbyregister_eintrag_2022-09-19_#0012211,
"""""",lobbyregister_client,lobbyregister,2022-02-23,Gesamtverband der Werbeartikel-Wirtschaft e.V.,Gesamtverband der Werbeartikel-Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0012236,
"""""",lobbyregister_client,lobbyregister,2022-03-02,Gesellschaft der Freunde Marokkos ee.V.,Gesellschaft der Freunde Marokkos ee.V.,norm_lobbyregister_eintrag_2022-09-19_#0012267,
"""""",lobbyregister_client,lobbyregister,2022-02-22,Gesellschaft für Pädiatrische Allergologie und Umweltmedizin e.V. (GPA),Gesellschaft für Pädiatrische Allergologie und Umweltmedizin e.V. (GPA),norm_lobbyregister_eintrag_2022-09-19_#0012359,
"""""",lobbyregister_client,lobbyregister,2022-04-21,Gesellschaft für Wirtschafts- und Technologieförderung Rostock mbH,Gesellschaft für Wirtschafts- und Technologieförderung Rostock mbH,norm_lobbyregister_eintrag_2022-09-19_#0012397,
